"FIPS_N","ag","black","feemp","foreign","hisp","hsch","manu","povty","retail"
56001,3.130000114,1.110000014,62.74000168,3.799999952,7.489999771,21.89999962,4.150000095,23.63999939,9.93999958
56015,12.02999973,0.200000003,52.08000183,1.889999986,8.829999924,33.43000031,4.420000076,13.22999954,10.93999958
56045,5.699999809,0.119999997,50.06000137,0.769999981,2.059999943,40.20999908,7.099999905,7.889999866,10.18999958
56017,8.029999733,0.349999994,59.47999954,1.309999943,2.380000114,36.13000107,3.130000114,10.77000046,6.630000114
56039,2.869999886,0.150000006,71.87999725,5.880000114,6.489999771,18.90999985,1.970000029,5.880000114,10.94999981
56003,10.78999996,0.109999999,48.56000137,2.210000038,6.170000076,34.13000107,5.769999981,12.10999966,10.82999992
56027,22.80999947,0.119999997,51.72000122,0.709999979,1.5,38.88000107,2.170000076,11.57999992,7.369999886
56033,5.800000191,0.180000007,58.27999878,1.620000005,2.430000067,28.80999947,3.349999905,10.03999996,11.97000027
56043,7.5,0.109999999,55.63999939,2.440000057,11.47000027,33.77000046,7.619999886,11.35000038,11.98999977
56005,1.669999957,0.150000006,64.08000183,1.669999957,3.529999971,35.34000015,2.25999999,7,10.56000042
56025,1.039999962,0.75999999,58.99000168,1.799999952,4.900000095,30.61000061,6.079999924,10.64999962,14.47999954
56031,12.25,0.159999996,57.33000183,1.539999962,5.28000021,38.5,3.25,9.640000343,9.850000381
56009,5.980000019,0.150000006,58.52000046,1.860000014,5.480000019,35.38000107,2.299999952,9.619999886,9.119999886
56011,15.25,0.050000001,55.95999908,0.879999995,0.920000017,38.04000092,5.809999943,7.980000019,8.239999771
56019,15.52000046,0.079999998,50.77000046,0.819999993,2.089999914,30.89999962,3.019999981,9.659999847,9.039999962
56021,1.929999948,2.599999905,56.61999893,2.940000057,10.89999962,26.48999977,5,8.210000038,13.13000011
56029,7.340000153,0.090000004,55.72000122,1.75,3.720000029,30.37999916,5.550000191,11.93999958,12.84000015
56023,4.659999847,0.100000001,52.36999893,1.360000014,2.160000086,34.81999969,7.71999979,7.900000095,11.59000015
56037,1,0.730000019,57.02000046,2.74000001,9.420000076,34.68000031,8.210000038,6.880000114,11.93000031
56041,2.910000086,0.109999999,60.65000153,2.539999962,5.340000153,35.56000137,6.75,8.819999695,11.67000008
56035,12.65999985,0.200000003,58.34999847,1.639999986,1.889999986,35.34000015,2.369999886,9.260000229,9.68999958
56007,6.630000114,0.670000017,57.00999832,2.859999895,13.82999992,35,6.579999924,10.76000023,10.35000038
56013,5.579999924,0.119999997,56.18999863,0.850000024,4.369999886,33.22000122,3.029999971,15.53999996,12.03999996
55011,14.17000008,0.119999997,62.09000015,0.589999974,0.620000005,43.79999924,21.37000084,6.539999962,8.960000038
55051,3.24000001,0.090000004,46.72000122,1.75999999,0.660000026,38.08000183,16.02000046,9.869999886,11.60000038
55019,16.11000061,0.129999995,58.04000092,1.190000057,1.200000048,42.63999939,24.29999924,9.720000267,8.840000153
55049,10.28999996,0.170000002,68.94999695,0.579999983,0.330000013,41.75999832,13.60999966,5.78000021,23.70000076
55047,5.800000191,0.150000006,58.27000046,1.820000052,2.059999943,41.93000031,25.57999992,5.409999847,11.28999996
55055,2.809999943,0.280000001,64.97000122,2.789999962,4.090000153,38.50999832,30.03000069,5.239999771,11.56000042
55015,4.159999847,0.310000002,67.48999786,2.099999905,1.070000052,40.56999969,33.31999969,2.779999971,10.72999954
55031,1.100000024,0.569999993,56.97999954,1.600000024,0.730000019,36.18999863,9.970000267,10.77999973,12.47999954
55083,6.25,0.129999995,60.13999939,0.649999976,0.670000017,45.09999847,28.98999977,6.150000095,8.579999924
55061,10.02000046,0.150000006,62.75999832,0.949999988,0.75999999,47.52999878,29.22999954,4.78000021,9.460000038
55057,5.260000229,0.330000013,55.63000107,1.539999962,1.429999948,43,24.61000061,8.850000381,12.56000042
55063,1.25999999,0.949999988,63.36000061,2.529999971,0.920000017,31.90999985,16.12999916,11.63000011,14.39000034
55085,2.970000029,0.330000013,54.70999908,1.039999962,0.660000026,36.47999954,12.09000015,7.210000038,16.37000084
55095,4.650000095,0.150000006,59.93000031,0.980000019,0.800000012,41.09999847,28.12000084,6,10.09000015
55059,0.629999995,5.079999924,59.56999969,4.78000021,7.190000057,33.36999893,26.10000038,6.650000095,11.67000008
55093,4.769999981,0.25,70.33000183,0.980000019,0.819999993,34.95999908,19.56999969,8.550000191,11.68999958
55037,4.760000229,0.159999996,54.68000031,0.550000012,0.449999988,44.33000183,21.59000015,8.119999886,9.68999958
55023,9.729999542,1.350000024,59.90999985,0.709999979,0.75,42.49000168,22.76000023,9.039999962,12.47000027
55001,5.199999809,0.270000011,48.08000183,2.25999999,1.440000057,41.91999817,17.57999992,9.590000153,11.43999958
55121,8.489999771,0.129999995,62.25999832,0.75999999,0.889999986,40.86000061,28.59000015,6.71999979,9.329999924
55123,11.51000023,0.059999999,57.45000076,0.839999974,0.660000026,38.47999954,17,10.60000038,11.69999981
55141,3.480000019,0.270000011,58.25,2.059999943,0.939999998,41.02000046,24.48999977,5.440000057,13.78999996
55107,9,0.50999999,54.93999863,1.669999957,0.75999999,43.40000153,29.20000076,10.27000046,10.30000019
55133,0.370000005,0.730000019,63.99000168,3.609999895,2.630000114,27.62000084,21.19000053,2.339999914,11.69999981
55113,3.819999933,0.310000002,54.47000122,1.620000005,0.899999976,39.95000076,11.77000046,11.90999985,13.02999973
55131,1.370000005,0.400000006,65.81999969,1.860000014,1.299999952,35.13999939,29.93000031,3.099999905,10.72000027
55033,7.110000134,0.340000004,62.84000015,2.089999914,0.839999974,36.88999939,17.02000046,14.02000046,13.25
55125,2.450000048,0.200000003,51.24000168,2.420000076,0.860000014,39.77999878,6.940000057,7.340000153,15.72000027
55067,8.149999619,0.150000006,54.52999878,0.99000001,0.819999993,45.29000092,20.94000053,9.029999733,13.11999989
55039,3.859999895,0.899999976,61.45000076,2.00999999,2.039999962,40.09000015,27.12000084,4.960000038,11.40999985
55035,1.860000014,0.519999981,63.27999878,2.25,0.939999998,31.12999916,12.93999958,12.06999969,17.36000061
55101,0.709999979,10.47000027,59.93000031,4.079999924,7.940000057,32.49000168,28.57999992,7.21999979,11.31000042
55119,11.39000034,0.090000004,61.61999893,0.870000005,0.649999976,44.38000107,30.07999992,7.78000021,10.92000008
55081,7.730000019,0.460000008,60.52000046,1.840000033,1.809999943,41.13999939,20.17000008,10.02999973,11.32999992
55007,6,0.129999995,54.59999847,1.179999948,0.610000014,34.18000031,9.130000114,10.84000015,10.59000015
55075,3.890000105,0.230000004,54.02000046,1.24000001,0.75,44.70000076,29.59000015,7.130000114,11.85000038
55017,5.75,0.159999996,60.66999817,0.939999998,0.519999981,40.97000122,23.44000053,6.980000019,12.85000038
55078,2.059999943,0.07,48.41999817,2.650000095,2.670000076,42.06000137,10.86999989,23.25,4.900000095
55025,1.200000048,4,68.80999756,6.28000021,3.369999886,22.29999924,10.73999977,10.71000004,10.97999954
55137,7.039999962,0.270000011,53.13000107,2.00999999,3.660000086,43.13000107,22.09000015,7.880000114,10.43000031
55139,1.00999999,1.120000005,62.84000015,2.779999971,1.960000038,37.43999863,27.72999954,6.550000191,12.43999958
55091,10.55000019,0.079999998,58.61999893,0.579999983,0.349999994,42.86999893,17.09000015,6.78000021,11.22000027
55129,5.440000057,0.170000002,51.83000183,0.99000001,0.889999986,39.68999863,16.60000038,9.100000381,14.14000034
55103,11.28999996,0.150000006,58.83000183,1.019999981,0.930000007,40.77999878,25.65999985,8.840000153,12.39000034
55053,9.579999924,2.269999981,60.20999908,1.929999948,1.870000005,41.72999954,16.19000053,8.850000381,10.82999992
55135,4.670000076,0.170000002,58.45000076,0.980000019,1.379999995,43.61999893,29.13999939,5.679999828,10.34000015
55045,7.690000057,0.25999999,65.19000244,1.289999962,0.970000029,40.34000015,22.78000069,4.659999847,14.39999962
55105,1.649999976,4.630000114,60.59999847,3.309999943,3.910000086,39.25999832,29.65999985,6.659999847,12.14000034
55029,4.489999771,0.189999998,55.79999924,1.50999999,0.949999988,38.59000015,18.75,5.210000038,13.52999973
55099,6.679999828,0.100000001,53.88000107,0.620000005,0.730000019,43.43999863,32.02999878,6.920000076,9.619999886
55013,4.25,0.360000014,50.50999832,1.24000001,0.769999981,42.68000031,20.97999954,8.010000229,11.71000004
55079,0.280000001,24.59000015,56.97000122,6.769999981,8.770000458,29.40999985,18.46999931,12.98999977,10.43000031
55003,4.510000229,0.209999993,55.86000061,1.00999999,1.110000014,40.50999832,17.11000061,11.85000038,10.52000046
55021,4.650000095,0.879999995,63.43000031,1.320000052,1.580000043,39.70999908,21.35000038,4.360000134,11.27999973
55111,5.269999981,0.25999999,63.43999863,1.929999948,1.700000048,37.77999878,19.07999992,6,13.19999981
55005,7.489999771,0.140000001,59.70999908,1.169999957,0.959999979,39.45999908,25.54999924,7.670000076,12.27999973
55077,6.010000229,3.440000057,51.77000046,1.450000048,2.660000086,41.41999817,26.42000008,6.480000019,9.5
55087,1.840000033,0.540000021,64.36000061,3.140000105,1.99000001,37.75999832,27.10000038,4,10.96000004
55109,3.039999962,0.280000001,67.88999939,1.100000024,0.75999999,33.29000092,23.69000053,3.420000076,10.77000046
55043,10.01000023,0.519999981,60.08000183,0.959999979,0.560000002,40.02000046,17.26000023,10.90999985,13.88000011
55115,8.659999847,0.219999999,58.93999863,1,1,45.79000092,21.97999954,6.610000134,10.43000031
55065,16.30999947,0.109999999,63.93999863,0.75999999,0.569999993,46.59999847,17.84000015,7.420000076,13.85000038
55009,1.220000029,1.159999967,65.33000183,3.930000067,3.839999914,34.90000153,21.11000061,6.210000038,12.64999962
55117,1.860000014,1.090000033,62.77000046,4.28000021,3.359999895,39.93999863,38.27999878,4.269999981,9.619999886
55071,4.070000172,0.300000012,61.56999969,2.339999914,1.620000005,43.02000046,35.20999908,4.849999905,9.979999542
55089,1.029999971,0.930000007,63.54000092,3.299999952,1.299999952,24.17000008,23.72999954,2.200000048,10.31000042
55097,3.430000067,0.319999993,62.70999908,2.170000076,1.440000057,37.25,17.70000076,10.14999962,13.48999977
55073,4.159999847,0.280000001,64.70999908,3.49000001,0.779999971,37.95000076,24.5,5.239999771,12.78999996
55127,2.390000105,0.839999974,62.29000092,5.369999886,6.539999962,33.45999908,25.04000092,8.779999733,11.15999985
55041,7.289999962,1.179999948,49.36000061,1.100000024,1.080000043,42.70999908,16.54000092,12.06000042,9.93999958
55027,4.880000114,2.49000001,62.20000076,1.610000014,2.549999952,43.56999969,33.24000168,4.46999979,10.81000042
55069,3.480000019,0.409999996,58.43000031,1.580000043,0.819999993,41.40999985,29.45999908,5.630000114,12.65999985
54061,0.600000024,3.380000114,51.40999985,3.839999914,1.00999999,30.52000046,6.349999905,26.42000008,11.88000011
54005,0.579999983,0.649999976,35.81000137,0.370000005,0.460000008,41.09000015,4.480000019,21.37999916,13.93999958
54051,0.540000021,0.430000007,44.90999985,0.689999998,0.639999986,46.54999924,13.92000008,14.92000008,12.38000011
54001,3.25999999,0.49000001,41.13000107,0.550000012,0.469999999,46.18000031,9.840000153,20.31999969,12.31999969
54095,3.160000086,0.02,36.86999893,0.280000001,0.430000007,44.72999954,25.32999992,14.85000038,11.63000011
54049,0.540000021,3.220000029,45.65000153,0.959999979,0.699999988,39.61000061,7.150000095,16.68000031,13.93000031
54105,3.930000067,0.289999992,45.74000168,0.319999993,0.310000002,45.00999832,17.80999947,18.25,13.52000046
54063,5.710000038,5.980000019,33.84999847,0.469999999,0.49000001,46.79000092,21.39999962,15.46000004,11.97000027
54043,1.179999948,0.059999999,36.20999908,0.050000001,0.550000012,42.18000031,7.840000153,25.78000069,16.10000038
54075,7.46999979,0.779999971,43.68000031,0.610000014,0.430000007,42.56000137,9.260000229,16.64999962,9.479999542
54033,0.529999971,1.610000014,45.84000015,1.379999995,0.959999979,40.43999863,8.569999695,16.45000076,13.28999996
54069,0.370000005,3.569999933,48.29000092,1.350000024,0.5,36.11999893,8.039999962,15.78999996,11.60000038
54067,2.670000076,0.050000001,40.70000076,0.560000002,0.479999989,43.61000061,9.619999886,18.12000084,14.23999977
54023,5.940000057,0.670000017,46.95000076,0.460000008,0.550000012,43.02999878,27.53000069,13.88000011,9.029999733
54015,2.190000057,0.079999998,31.81999969,0.07,0.409999996,44.49000168,10.65999985,26.14999962,9.880000114
54059,0.920000017,2.339999914,30.34000015,0.280000001,0.479999989,35.65999985,3,28.12000084,13.82999992
54009,0.419999987,0.850000024,45.38999939,1.129999995,0.389999986,43.65000153,22.79000092,10.60999966,11.21000004
54029,0.50999999,2.299999952,47.09999847,1.75999999,0.74000001,47.59000015,25.92000008,10.51000023,11.77000046
54053,3.480000019,0.5,38.59999847,0.49000001,0.469999999,46.22000122,14.86999989,18.47999954,14.43000031
54055,0.720000029,5.820000172,40.29999924,0.800000012,0.449999988,36.56000137,9.720000267,18.45000076,15.77000046
54021,4.329999924,0.910000026,38.75999832,0.99000001,0.699999988,36.90000153,7.489999771,29.52000046,10.27999973
54031,4.619999886,1.929999948,56.09999847,0.460000008,0.660000026,44.63000107,31.72999954,11.10999966,9.100000381
54037,2.130000114,6.090000153,56.83000183,2.079999924,1.74000001,34.66999817,10.78999996,9.800000191,12.31999969
54065,0.660000026,0.600000024,48.72999954,1.389999986,0.829999983,45.95999908,20.88999939,10.31999969,9.539999962
54093,2.960000038,0.07,42.72000122,0.180000007,0.25,48.52000046,13.42000008,16.69000053,8.760000229
54011,0.379999995,4.289999962,47.20000076,1.25999999,0.680000007,33.90999985,9.710000038,19.46999931,14.27999973
54057,0.709999979,2.549999952,47.36999893,0.589999974,0.579999983,46.40000153,19.62999916,12.75,12.07999992
54027,2.349999905,0.829999983,46.88000107,0.620000005,0.550000012,44.22999954,22.47999954,14.34000015,10.52000046
54039,0.319999993,6.96999979,49.31000137,1.429999948,0.589999974,36.20000076,8.119999886,13.06000042,12.53999996
54041,2.359999895,0.129999995,44.13999939,0.529999971,0.5,44.11000061,11.18999958,19.54000092,14.31000042
54013,2.869999886,0.109999999,36.27999878,0.620000005,0.550000012,39.72999954,13.77000046,23.54000092,11.56999969
54107,0.280000001,1.00999999,47.70999908,1.049999952,0.579999983,38.25999832,18.11000061,12.5,15.27000046
54073,1.950000048,0.479999989,44.36999893,0.469999999,0.370000005,48.99000168,19.92000008,13.34000015,13.38000011
54017,3.720000029,0.270000011,36.86999893,0.579999983,0.569999993,41.27000046,11.39999962,19.84000015,10.39999962
54081,0.479999989,8.520000458,41.33000183,1.190000057,0.920000017,36.20999908,5.440000057,16.80999947,14.52000046
54091,1.080000043,0.829999983,42.34999847,0.620000005,0.589999974,44.04999924,11.18000031,18.60000038,15.11999989
54019,1.059999943,5.570000172,36.75999832,0.75,0.680000007,39.79000092,6.880000114,19.88999939,15.86999989
54083,2.970000029,1.070000052,46.31000137,0.660000026,0.680000007,42.95999908,13.51000023,16.65999985,11.60999966
54099,0.949999988,0.129999995,42.38999939,0.579999983,0.469999999,38.47000122,13.43000031,18.19000053,14.17000008
54003,1.039999962,4.690000057,56.11999893,1.700000048,1.519999981,40.36999893,18.81999969,10.30000019,12.61999989
54045,0.5,2.589999914,35.00999832,0.50999999,0.540000021,34.79999924,3.940000057,22.59000015,15.72000027
54035,1.419999957,0.079999998,45.06999969,0.460000008,0.289999992,39.68999863,18.31999969,14.10000038,12.63000011
54025,4.119999886,3.039999962,40.72999954,0.589999974,0.680000007,41.25999832,10.18000031,16.73999977,12.90999985
54109,2.49000001,0.629999995,29.82999992,0.159999996,0.529999971,41.83000183,4.639999866,23.30999947,11.67000008
54079,0.899999976,0.560000002,52.08000183,1.029999971,0.50999999,38.79000092,12.31000042,8.81000042,12.72000027
54077,2.799999952,0.289999992,43.47000122,0.569999993,0.569999993,47.04000092,12.47999954,16.40999985,13.23999977
54101,9.640000343,0.01,30.20999908,0.389999986,0.370000005,36.40000153,11.90999985,29.14999962,11.01000023
54071,9.539999962,2.119999886,44.86999893,0.74000001,0.889999986,42.52999878,24.18000031,10.17000008,9.25
54085,2.640000105,0.140000001,39.77000046,0.340000004,0.469999999,43.63999939,26.95999908,18.54000092,13.05000019
54103,1.74000001,0.079999998,35.54000092,0.379999995,0.419999987,47.52000046,23.81999969,18.15999985,10.60999966
54087,3.069999933,0.219999999,39.54000092,0.629999995,0.670000017,41.66999817,13.78999996,20.71999931,14.64999962
54007,3.349999905,0.689999998,35.13000107,0.159999996,0.439999998,42.34999847,8.340000153,21.73999977,12.59000015
54097,3.589999914,0.620000005,43.83000183,0.419999987,0.589999974,44.47000122,10.77999973,19.5,14.02000046
54047,1.039999962,11.89000034,23.20999908,0.5,0.479999989,33.09000015,4.059999943,35.99000168,14.52000046
54089,3.440000057,2.150000095,33.86000061,0.379999995,0.550000012,40.22000122,6.099999905,23.95999908,11.89000034
53077,10.60000038,0.970000029,49.40000153,16.87999916,35.90000153,27.37999916,11.56999969,16.79000092,11.36999989
53007,8.819999695,0.25999999,52.56999969,12.92000008,19.26000023,25.75,6.590000153,11.72999954,10.68999958
53035,0.899999976,2.869999886,53.13999939,5.679999828,4.139999866,25.42000008,10.96000004,8.020000458,12.56000042
53043,17.48999977,0.230000004,46.24000168,1.210000038,1.879999995,31.26000023,3.109999895,11.78999996,10.06999969
53045,4.440000057,1.190000057,47.02000046,4.400000095,4.78000021,32.45999908,11.68000031,11.77999973,11.77999973
53051,5.440000057,0.140000001,39.33000183,2.039999962,2.049999952,33.33000183,13.89999962,16.55999947,9
53057,5.739999771,0.439999998,51.97999954,8.829999924,11.19999981,26.35000038,13.48999977,10.65999985,12.96000004
53009,5.889999866,0.839999974,44.08000183,4.460000038,3.410000086,27.77000046,6.449999809,12.67000008,12.75
53019,8.960000038,0.209999993,48.34000015,2.49000001,2.819999933,34.40999985,6.739999771,18.62000084,8.25
53003,3.00999999,0.189999998,51.59999847,1.820000052,1.950000048,32.65000153,12.02000046,14.44999981,13.46000004
53021,16.96999931,2.49000001,49.83000183,25.19000053,46.66999817,23.78000069,11.60000038,16.64999962,10.56999969
53011,0.980000019,1.679999948,56.15999985,8.5,4.710000038,26.95999908,16.38999939,8.039999962,12.22000027
53037,5.170000076,0.709999979,53.52999878,5.340000153,5,31,5.369999886,22.81999969,13.72999954
53039,12.77999973,0.270000011,48.29999924,6.039999962,7.809999943,34.31999969,12.21000004,14.77000046,10.17000008
53015,3.420000076,0.519999981,49.18000031,3.710000038,4.550000191,32.74000168,20.94000053,12.92000008,12.28999996
53049,8.300000191,0.200000003,44.15999985,6,5.010000229,31.52000046,9.880000114,14.63000011,9.979999542
53067,1.889999986,2.349999905,58.40000153,6.139999866,4.53000021,23.78000069,6.699999809,8.920000076,10.68999958
53041,6.820000172,0.379999995,44.90000153,4.079999924,5.369999886,32.93000031,11.31000042,12.93999958,13.61999989
53017,12.05000019,0.310000002,51.95000076,13.5,19.72999954,29.46999931,7.929999828,12.43000031,13.25
53073,3.200000048,0.689999998,56.20999908,9.800000191,5.210000038,27.57999992,12.14000034,15.11999989,14.35999966
53031,3.539999962,0.419999987,47.22999954,4.010000229,2.059999943,27.14999962,10.36999989,11.17000008,11.34000015
53005,4.099999905,0.930000007,56.54000092,8.460000038,12.5,24,7.489999771,8.640000343,11.61999989
53075,6.400000095,1.529999971,52.97000122,7.659999847,2.99000001,19.18000031,2.680000067,31.15999985,8.18999958
53065,6.920000076,0.280000001,46.86999893,2.380000114,1.840000033,35.52000046,13.97999954,14.47999954,11.60999966
53033,0.400000006,5.400000095,60.75999832,15.44999981,5.480000019,19.17000008,12.56999969,7.980000019,11.85999966
53071,6.820000172,1.690000057,53.61999893,9.430000305,15.68000031,24.11000061,7.599999905,15.01000023,8.970000267
53023,18.64999962,0,48.34999847,0.959999979,1.960000038,29.48999977,2.660000086,14.05000019,11.36999989
53001,25.63999939,0.280000001,48.29999924,22.90999985,47.06999969,26.20999908,13.67000008,16.18000031,8.579999924
53055,3.299999952,0.25999999,51.88000107,5.949999809,2.400000095,18.68000031,6.329999924,10.06000042,11.72999954
53061,0.860000014,1.669999957,59.54999924,9.739999771,4.71999979,25.90999985,17.67000008,6.210000038,12.97000027
53059,4.539999962,0.300000012,50.68000031,3.50999999,4.03000021,33.45000076,16.52000046,11.52000046,8.270000458
53025,18.79999924,0.99000001,47.79000092,17.13999939,30.09000015,27.80999947,12.67000008,15.96000004,10.59000015
53029,1.659999967,2.359999895,48.58000183,6.449999809,3.970000029,24.30999947,11.77999973,6.619999886,12.07999992
53027,7.099999905,0.340000004,47.68999863,4.159999847,4.849999905,34.33000183,12.47000027,15.10999966,12.96000004
53053,0.899999976,6.949999809,54.43999863,8.069999695,5.510000229,29.78000069,12.57999992,9.630000114,12.53999996
53069,14.60999966,0.25999999,46.47999954,1.309999943,2.559999943,32.15000153,10.10000038,8.340000153,6.949999809
53013,13.31000042,0.219999999,46.81000137,3.170000076,6.349999905,30.48999977,8.720000267,11.77999973,7.789999962
53063,0.74000001,1.590000033,54.84999847,4.480000019,2.769999981,26.77000046,10.14999962,12.06000042,12.72000027
53047,15.84000015,0.280000001,49.22999954,10.22000027,14.38000011,30.76000023,4.699999809,20.38999939,11.43000031
51011,2.299999952,22.90999985,52.52000046,1.370000005,0.469999999,38.31999969,27.55999947,7.659999847,10.36999989
51017,5.309999943,6.28000021,51.06999969,4.28000021,0.360000014,39.08000183,9.93999958,7.179999828,4.46999979
51045,2.269999981,0.200000003,52.68999863,0.310000002,0.330000013,40.79999924,19.82999992,8.050000191,10.10999966
51103,2.970000029,28.87999916,40.29999924,1.74000001,0.610000014,27.92000008,7.170000076,11.15999985,12.71000004
51041,0.200000003,17.77000046,63.27999878,5.199999809,2.930000067,24.82999992,13.30000019,4.010000229,13.40999985
51093,2.75,27.14999962,53.97999954,1.129999995,0.850000024,30.54999924,25.37000084,7.25,9.609999657
51099,1.870000005,18.72999954,54.34000015,1.340000033,1.789999962,32.36000061,6.920000076,5.130000114,11.67000008
51049,5.809999943,37.43999863,51.95999908,1.309999943,1.659999967,33.61999893,9.93999958,12.89999962,11.72000027
51097,4.460000038,35.66999817,48.84999847,0.870000005,0.870000005,37.22999954,21.54999924,10.47999954,11.93999958
51027,0.419999987,2.619999886,34.04999924,0.289999992,0.469999999,27.52000046,6.440000057,21.82999992,11.67000008
51135,3.430000067,40.56000137,45.24000168,1.440000057,1.580000043,31.79999924,13.06000042,17.12000084,15.43999958
51105,3.670000076,0.439999998,39.27000046,0.460000008,0.50999999,31.80999947,12.10000038,21.85000038,10.89999962
51113,5.25,11.40999985,56.43000031,2.230000019,0.769999981,36.27000046,16.29999924,7.949999809,11.09000015
51161,0.25,3.349999905,57.68999863,3.069999933,1.039999962,27.81999969,12.32999992,4.03000021,13.97000027
51101,2.930000067,22.80999947,61.47999954,1.230000019,0.910000026,38.18999863,17.32999992,4.369999886,10.01000023
51143,2.25,23.65999985,53.18999863,1.029999971,1.230000019,35.18999863,32.95000076,9.399999619,12.02999973
51077,4.320000172,6.789999962,49.77999878,1.179999948,1.549999952,37.65999985,34.40000153,11.14000034,10.27999973
51071,1.169999957,1.580000043,48.02999878,0.75,0.629999995,40.84000015,27.72999954,8.470000267,11.71000004
51111,2.720000029,38.58000183,49.56999969,1.24000001,1.789999962,31.62000084,19.26000023,16.05999947,11.77000046
51115,1.879999995,11.25,50.34000015,2.150000095,0.790000021,33.81000137,12.75,5.96999979,11.73999977
51141,4.289999962,6.199999809,50.02000046,1.450000048,1.870000005,34.38999939,38.95999908,11.47000027,10.14000034
51153,0.239999995,18.76000023,66.61000061,11.46000004,9.739999771,24.87999916,4.739999771,3.630000114,12.02999973
51053,1.75999999,33.65999985,55.95000076,1.379999995,0.970000029,37.93999863,18.78000069,7.670000076,13.72999954
51167,2.309999943,3.079999924,40.50999832,0.370000005,0.779999971,32.38999939,17.84000015,14.40999985,10.93999958
51177,0.5,12.44999981,62.18000031,3.230000019,2.809999943,31.57999992,5.670000076,3.849999905,13.14999962
51131,7.940000057,43.02999878,44.75,3.410000086,3.470000029,29.21999931,12.25,18.26000023,9.619999886
51181,5.010000229,51.59999847,55.41999817,0.479999989,0.75,32.93999863,21.65999985,8.81000042,9.359999657
51117,3.119999886,39.08000183,48.77000046,1.620000005,1.210000038,34.15000153,22.80999947,12.94999981,14.38000011
51125,4.019999981,14.89000034,51.88999939,1.879999995,2.109999895,26.59000015,12.61999989,10.65999985,8.579999924
51137,3.75999999,13.77999973,52.93000031,1.850000024,1.279999971,34.00999832,12.5,7.650000095,11.82999992
51183,6.380000114,62.13000107,47.25,0.949999988,0.819999993,33.18999863,19.94000053,11.71000004,12.19999981
51650,0.310000002,44.68000031,53.29999924,3.950000048,2.839999914,28,15.51000023,9.649999619,12.96000004
51165,6.050000191,1.360000014,58.11000061,3.279999971,3.279999971,35.31000137,24.04999924,7.25,12.28999996
51700,0.239999995,39.06999969,56.18000031,4.78000021,4.21999979,30.09000015,15.27999973,11.25,12.77999973
51063,4.539999962,2,50.77999878,1.519999981,1.350000024,38.22000122,23.89999962,10.35999966,11.39000034
51197,2.630000114,2.869999886,51.70000076,0.50999999,0.569999993,32.43999863,24.47999954,9.970000267,13.30000019
51187,0.870000005,4.829999924,56.22999954,2.140000105,1.559999943,37.70000076,10.21000004,7.829999924,12.57999992
51191,2.700000048,1.320000052,50.31999969,0.920000017,0.629999995,31.19000053,22.01000023,9.329999924,13.68999958
51179,0.270000011,12.13000011,64.30000305,4.019999981,3.619999886,27.95999908,4.619999886,3.180000067,11.30000019
51159,4.619999886,33.16999817,48.68000031,1.870000005,2.099999905,31.23999977,8.25,14.06000042,13.84000015
51085,0.579999983,9.340000153,62.72000122,1.769999981,0.980000019,28.82999992,10.27999973,3.059999943,12.07999992
51029,6.03000021,39.06000137,49.20999908,0.75999999,0.810000002,38.02999878,12.05000019,17.45000076,9.289999962
51087,0.170000002,24.70999908,61.81999969,6.659999847,2.269999981,23.67000008,9.630000114,5.599999905,12.47000027
51109,2.559999943,21.57999992,54.79999924,1.289999962,0.709999979,34.88000107,14,8.529999733,11.55000019
51037,6.550000191,32.88999939,46.95000076,0.800000012,1.649999976,34.81999969,27.31999969,15.52999973,10.98999977
51035,2.24000001,0.439999998,49.43000031,0.870000005,1.639999986,33.95000076,31.86000061,10.82999992,12.31000042
51069,1.659999967,2.619999886,60.77999878,2.369999886,1.700000048,35.70999908,18.36000061,5.769999981,13.96000004
51023,1.690000057,3.519999981,59.93999863,0.949999988,0.589999974,33.91999817,14.60000038,4.730000019,13.17000008
51091,15.39999962,0.079999998,40.83000183,0.349999994,0.50999999,38.25999832,7.429999828,11.26000023,5.190000057
51095,0.400000006,14.36999989,51.43999863,4.139999866,1.700000048,20.85000038,10,6.309999943,11.27000046
51003,2.00999999,9.649999619,59.27000046,7.260000229,2.559999943,17.80999947,7.070000172,7.119999886,9.409999847
51033,2.450000048,34.36999893,55.02000046,1.730000019,1.330000043,37.68999863,9.649999619,7.539999962,13.53999996
51047,2.75999999,18.14999962,56.29999924,3.480000019,2.5,35.72999954,9.829999924,8.739999771,11.85000038
51081,5.079999924,59.75,53.72000122,0.270000011,0.930000007,39.20999908,19.78000069,12.71000004,10.80000019
51009,1.610000014,19.79000092,52.31000137,1.220000029,0.959999979,33.38000107,21.85000038,8.880000114,11.61999989
51083,1.850000024,38.02000046,44.99000168,1.039999962,1.230000019,33.81999969,30.38999939,13.28999996,11.77000046
51810,0.200000003,18.95000076,59.99000168,6.650000095,4.179999828,25.94000053,6.449999809,5.699999809,13.72000027
51059,0.129999995,8.569999695,63.79000092,24.51000023,11.02999973,13.88000011,3.609999895,4.239999771,9.029999733
51145,1.440000057,16.90999985,63.77000046,1.460000038,0.819999993,32.22000122,10.11999989,4.079999924,12.60999966
